"brand","model","product_id","temperature_c","estimated_psi","point_status","reference_psi","reference_temperature_c","model_id","curve_group_id","silicone","sku","ean","confidence","inside_published_operating_range"
"Swiss Arms","Heavy 150 PSI — siliconé","swiss-arms-heavy-150-silicone","33","207.38","estimated_propane_ratio","150","20","anchor_scaled_propane_antoine_nist","swiss-arms-150","yes","603514","","high",""
"Swiss Arms","Heavy 150 PSI — siliconé","swiss-arms-heavy-150-silicone","34","212.35","estimated_propane_ratio","150","20","anchor_scaled_propane_antoine_nist","swiss-arms-150","yes","603514","","high",""
"Swiss Arms","Heavy 150 PSI — siliconé","swiss-arms-heavy-150-silicone","35","217.4","estimated_propane_ratio","150","20","anchor_scaled_propane_antoine_nist","swiss-arms-150","yes","603514","","high",""
"Swiss Arms","Heavy 150 PSI — siliconé","swiss-arms-heavy-150-silicone","36","222.54","estimated_propane_ratio","150","20","anchor_scaled_propane_antoine_nist","swiss-arms-150","yes","603514","","high",""
"Swiss Arms","Heavy 150 PSI — siliconé","swiss-arms-heavy-150-silicone","37","227.76","estimated_propane_ratio","150","20","anchor_scaled_propane_antoine_nist","swiss-arms-150","yes","603514","","high",""
"Swiss Arms","Heavy 150 PSI — siliconé","swiss-arms-heavy-150-silicone","38","233.07","estimated_propane_ratio","150","20","anchor_scaled_propane_antoine_nist","swiss-arms-150","yes","603514","","high",""
"Swiss Arms","Heavy 150 PSI — siliconé","swiss-arms-heavy-150-silicone","39","238.46","estimated_propane_ratio","150","20","anchor_scaled_propane_antoine_nist","swiss-arms-150","yes","603514","","high",""
"Swiss Arms","Heavy 150 PSI — siliconé","swiss-arms-heavy-150-silicone","40","243.93","estimated_propane_ratio","150","20","anchor_scaled_propane_antoine_nist","swiss-arms-150","yes","603514","","high",""
"ATM / Ama Tsu Maru","PSI110 — sec","atm-psi110-dry","-15","39.5","estimated_propane_ratio","113","20","anchor_scaled_propane_antoine_nist","atm-110-at-20c","no","","","high",""
"ATM / Ama Tsu Maru","PSI110 — sec","atm-psi110-dry","-14","40.88","estimated_propane_ratio","113","20","anchor_scaled_propane_antoine_nist","atm-110-at-20c","no","","","high",""
"ATM / Ama Tsu Maru","PSI110 — sec","atm-psi110-dry","-13","42.3","estimated_propane_ratio","113","20","anchor_scaled_propane_antoine_nist","atm-110-at-20c","no","","","high",""
"ATM / Ama Tsu Maru","PSI110 — sec","atm-psi110-dry","-12","43.75","estimated_propane_ratio","113","20","anchor_scaled_propane_antoine_nist","atm-110-at-20c","no","","","high",""
"ATM / Ama Tsu Maru","PSI110 — sec","atm-psi110-dry","-11","45.24","estimated_propane_ratio","113","20","anchor_scaled_propane_antoine_nist","atm-110-at-20c","no","","","high",""
"ATM / Ama Tsu Maru","PSI110 — sec","atm-psi110-dry","-10","46.77","estimated_propane_ratio","113","20","anchor_scaled_propane_antoine_nist","atm-110-at-20c","no","","","high",""
"ATM / Ama Tsu Maru","PSI110 — sec","atm-psi110-dry","-9","48.34","estimated_propane_ratio","113","20","anchor_scaled_propane_antoine_nist","atm-110-at-20c","no","","","high",""
"ATM / Ama Tsu Maru","PSI110 — sec","atm-psi110-dry","-8","49.94","estimated_propane_ratio","113","20","anchor_scaled_propane_antoine_nist","atm-110-at-20c","no","","","high",""
"ATM / Ama Tsu Maru","PSI110 — sec","atm-psi110-dry","-7","51.59","estimated_propane_ratio","113","20","anchor_scaled_propane_antoine_nist","atm-110-at-20c","no","","","high",""
"ATM / Ama Tsu Maru","PSI110 — sec","atm-psi110-dry","-6","53.27","estimated_propane_ratio","113","20","anchor_scaled_propane_antoine_nist","atm-110-at-20c","no","","","high",""
"ATM / Ama Tsu Maru","PSI110 — sec","atm-psi110-dry","-5","55","estimated_propane_ratio","113","20","anchor_scaled_propane_antoine_nist","atm-110-at-20c","no","","","high",""
"ATM / Ama Tsu Maru","PSI110 — sec","atm-psi110-dry","-4","56.77","estimated_propane_ratio","113","20","anchor_scaled_propane_antoine_nist","atm-110-at-20c","no","","","high",""
"ATM / Ama Tsu Maru","PSI110 — sec","atm-psi110-dry","-3","58.58","estimated_propane_ratio","113","20","anchor_scaled_propane_antoine_nist","atm-110-at-20c","no","","","high",""
"ATM / Ama Tsu Maru","PSI110 — sec","atm-psi110-dry","-2","60.43","estimated_propane_ratio","113","20","anchor_scaled_propane_antoine_nist","atm-110-at-20c","no","","","high",""
"ATM / Ama Tsu Maru","PSI110 — sec","atm-psi110-dry","-1","62.32","estimated_propane_ratio","113","20","anchor_scaled_propane_antoine_nist","atm-110-at-20c","no","","","high",""
"ATM / Ama Tsu Maru","PSI110 — sec","atm-psi110-dry","0","64.26","estimated_propane_ratio","113","20","anchor_scaled_propane_antoine_nist","atm-110-at-20c","no","","","high",""
"ATM / Ama Tsu Maru","PSI110 — sec","atm-psi110-dry","1","66.24","estimated_propane_ratio","113","20","anchor_scaled_propane_antoine_nist","atm-110-at-20c","no","","","high",""
"ATM / Ama Tsu Maru","PSI110 — sec","atm-psi110-dry","2","68.27","estimated_propane_ratio","113","20","anchor_scaled_propane_antoine_nist","atm-110-at-20c","no","","","high",""
"ATM / Ama Tsu Maru","PSI110 — sec","atm-psi110-dry","3","70.34","estimated_propane_ratio","113","20","anchor_scaled_propane_antoine_nist","atm-110-at-20c","no","","","high",""
"ATM / Ama Tsu Maru","PSI110 — sec","atm-psi110-dry","4","72.46","estimated_propane_ratio","113","20","anchor_scaled_propane_antoine_nist","atm-110-at-20c","no","","","high",""
"ATM / Ama Tsu Maru","PSI110 — sec","atm-psi110-dry","5","74.62","estimated_propane_ratio","113","20","anchor_scaled_propane_antoine_nist","atm-110-at-20c","no","","","high",""
"ATM / Ama Tsu Maru","PSI110 — sec","atm-psi110-dry","6","76.83","estimated_propane_ratio","113","20","anchor_scaled_propane_antoine_nist","atm-110-at-20c","no","","","high",""
"ATM / Ama Tsu Maru","PSI110 — sec","atm-psi110-dry","7","79.09","estimated_propane_ratio","113","20","anchor_scaled_propane_antoine_nist","atm-110-at-20c","no","","","high",""
"ATM / Ama Tsu Maru","PSI110 — sec","atm-psi110-dry","8","81.39","estimated_propane_ratio","113","20","anchor_scaled_propane_antoine_nist","atm-110-at-20c","no","","","high",""
"ATM / Ama Tsu Maru","PSI110 — sec","atm-psi110-dry","9","83.75","estimated_propane_ratio","113","20","anchor_scaled_propane_antoine_nist","atm-110-at-20c","no","","","high",""
"ATM / Ama Tsu Maru","PSI110 — sec","atm-psi110-dry","10","86.15","estimated_propane_ratio","113","20","anchor_scaled_propane_antoine_nist","atm-110-at-20c","no","","","high",""
"ATM / Ama Tsu Maru","PSI110 — sec","atm-psi110-dry","11","88.6","estimated_propane_ratio","113","20","anchor_scaled_propane_antoine_nist","atm-110-at-20c","no","","","high",""
"ATM / Ama Tsu Maru","PSI110 — sec","atm-psi110-dry","12","91.1","estimated_propane_ratio","113","20","anchor_scaled_propane_antoine_nist","atm-110-at-20c","no","","","high",""
"ATM / Ama Tsu Maru","PSI110 — sec","atm-psi110-dry","13","93.66","estimated_propane_ratio","113","20","anchor_scaled_propane_antoine_nist","atm-110-at-20c","no","","","high",""
"ATM / Ama Tsu Maru","PSI110 — sec","atm-psi110-dry","14","96.26","estimated_propane_ratio","113","20","anchor_scaled_propane_antoine_nist","atm-110-at-20c","no","","","high",""
"ATM / Ama Tsu Maru","PSI110 — sec","atm-psi110-dry","15","98.92","estimated_propane_ratio","113","20","anchor_scaled_propane_antoine_nist","atm-110-at-20c","no","","","high",""
"ATM / Ama Tsu Maru","PSI110 — sec","atm-psi110-dry","16","101.63","estimated_propane_ratio","113","20","anchor_scaled_propane_antoine_nist","atm-110-at-20c","no","","","high",""
"ATM / Ama Tsu Maru","PSI110 — sec","atm-psi110-dry","17","104.39","estimated_propane_ratio","113","20","anchor_scaled_propane_antoine_nist","atm-110-at-20c","no","","","high",""
"ATM / Ama Tsu Maru","PSI110 — sec","atm-psi110-dry","18","107.21","estimated_propane_ratio","113","20","anchor_scaled_propane_antoine_nist","atm-110-at-20c","no","","","high",""
"ATM / Ama Tsu Maru","PSI110 — sec","atm-psi110-dry","19","110.08","estimated_propane_ratio","113","20","anchor_scaled_propane_antoine_nist","atm-110-at-20c","no","","","high",""
"ATM / Ama Tsu Maru","PSI110 — sec","atm-psi110-dry","20","113","manufacturer_or_distributor_anchor","113","20","anchor_scaled_propane_antoine_nist","atm-110-at-20c","no","","","high",""
"ATM / Ama Tsu Maru","PSI110 — sec","atm-psi110-dry","21","115.98","estimated_propane_ratio","113","20","anchor_scaled_propane_antoine_nist","atm-110-at-20c","no","","","high",""
"ATM / Ama Tsu Maru","PSI110 — sec","atm-psi110-dry","22","119.01","estimated_propane_ratio","113","20","anchor_scaled_propane_antoine_nist","atm-110-at-20c","no","","","high",""
"ATM / Ama Tsu Maru","PSI110 — sec","atm-psi110-dry","23","122.11","estimated_propane_ratio","113","20","anchor_scaled_propane_antoine_nist","atm-110-at-20c","no","","","high",""
"ATM / Ama Tsu Maru","PSI110 — sec","atm-psi110-dry","24","125.25","estimated_propane_ratio","113","20","anchor_scaled_propane_antoine_nist","atm-110-at-20c","no","","","high",""
"ATM / Ama Tsu Maru","PSI110 — sec","atm-psi110-dry","25","128.46","estimated_propane_ratio","113","20","anchor_scaled_propane_antoine_nist","atm-110-at-20c","no","","","high",""
"ATM / Ama Tsu Maru","PSI110 — sec","atm-psi110-dry","26","131.72","estimated_propane_ratio","113","20","anchor_scaled_propane_antoine_nist","atm-110-at-20c","no","","","high",""
"ATM / Ama Tsu Maru","PSI110 — sec","atm-psi110-dry","27","135.04","estimated_propane_ratio","113","20","anchor_scaled_propane_antoine_nist","atm-110-at-20c","no","","","high",""
"ATM / Ama Tsu Maru","PSI110 — sec","atm-psi110-dry","28","138.42","estimated_propane_ratio","113","20","anchor_scaled_propane_antoine_nist","atm-110-at-20c","no","","","high",""
"ATM / Ama Tsu Maru","PSI110 — sec","atm-psi110-dry","29","141.86","estimated_propane_ratio","113","20","anchor_scaled_propane_antoine_nist","atm-110-at-20c","no","","","high",""
"ATM / Ama Tsu Maru","PSI110 — sec","atm-psi110-dry","30","145.36","estimated_propane_ratio","113","20","anchor_scaled_propane_antoine_nist","atm-110-at-20c","no","","","high",""
"ATM / Ama Tsu Maru","PSI110 — sec","atm-psi110-dry","31","148.92","estimated_propane_ratio","113","20","anchor_scaled_propane_antoine_nist","atm-110-at-20c","no","","","high",""
"ATM / Ama Tsu Maru","PSI110 — sec","atm-psi110-dry","32","152.54","estimated_propane_ratio","113","20","anchor_scaled_propane_antoine_nist","atm-110-at-20c","no","","","high",""
"ATM / Ama Tsu Maru","PSI110 — sec","atm-psi110-dry","33","156.23","estimated_propane_ratio","113","20","anchor_scaled_propane_antoine_nist","atm-110-at-20c","no","","","high",""
"ATM / Ama Tsu Maru","PSI110 — sec","atm-psi110-dry","34","159.97","estimated_propane_ratio","113","20","anchor_scaled_propane_antoine_nist","atm-110-at-20c","no","","","high",""
"ATM / Ama Tsu Maru","PSI110 — sec","atm-psi110-dry","35","163.78","estimated_propane_ratio","113","20","anchor_scaled_propane_antoine_nist","atm-110-at-20c","no","","","high",""
"ATM / Ama Tsu Maru","PSI110 — sec","atm-psi110-dry","36","167.65","estimated_propane_ratio","113","20","anchor_scaled_propane_antoine_nist","atm-110-at-20c","no","","","high",""
"ATM / Ama Tsu Maru","PSI110 — sec","atm-psi110-dry","37","171.58","estimated_propane_ratio","113","20","anchor_scaled_propane_antoine_nist","atm-110-at-20c","no","","","high",""
"ATM / Ama Tsu Maru","PSI110 — sec","atm-psi110-dry","38","175.58","estimated_propane_ratio","113","20","anchor_scaled_propane_antoine_nist","atm-110-at-20c","no","","","high",""
"ATM / Ama Tsu Maru","PSI110 — sec","atm-psi110-dry","39","179.64","estimated_propane_ratio","113","20","anchor_scaled_propane_antoine_nist","atm-110-at-20c","no","","","high",""
"ATM / Ama Tsu Maru","PSI110 — sec","atm-psi110-dry","40","183.76","estimated_propane_ratio","113","20","anchor_scaled_propane_antoine_nist","atm-110-at-20c","no","","","high",""
"ATM / Ama Tsu Maru","PSI110 — lubrifié","atm-psi110-silicone","-15","39.5","estimated_propane_ratio","113","20","anchor_scaled_propane_antoine_nist","atm-110-at-20c","yes","","","high",""
"ATM / Ama Tsu Maru","PSI110 — lubrifié","atm-psi110-silicone","-14","40.88","estimated_propane_ratio","113","20","anchor_scaled_propane_antoine_nist","atm-110-at-20c","yes","","","high",""
"ATM / Ama Tsu Maru","PSI110 — lubrifié","atm-psi110-silicone","-13","42.3","estimated_propane_ratio","113","20","anchor_scaled_propane_antoine_nist","atm-110-at-20c","yes","","","high",""
"ATM / Ama Tsu Maru","PSI110 — lubrifié","atm-psi110-silicone","-12","43.75","estimated_propane_ratio","113","20","anchor_scaled_propane_antoine_nist","atm-110-at-20c","yes","","","high",""
"ATM / Ama Tsu Maru","PSI110 — lubrifié","atm-psi110-silicone","-11","45.24","estimated_propane_ratio","113","20","anchor_scaled_propane_antoine_nist","atm-110-at-20c","yes","","","high",""
"ATM / Ama Tsu Maru","PSI110 — lubrifié","atm-psi110-silicone","-10","46.77","estimated_propane_ratio","113","20","anchor_scaled_propane_antoine_nist","atm-110-at-20c","yes","","","high",""
"ATM / Ama Tsu Maru","PSI110 — lubrifié","atm-psi110-silicone","-9","48.34","estimated_propane_ratio","113","20","anchor_scaled_propane_antoine_nist","atm-110-at-20c","yes","","","high",""
"ATM / Ama Tsu Maru","PSI110 — lubrifié","atm-psi110-silicone","-8","49.94","estimated_propane_ratio","113","20","anchor_scaled_propane_antoine_nist","atm-110-at-20c","yes","","","high",""
"ATM / Ama Tsu Maru","PSI110 — lubrifié","atm-psi110-silicone","-7","51.59","estimated_propane_ratio","113","20","anchor_scaled_propane_antoine_nist","atm-110-at-20c","yes","","","high",""
"ATM / Ama Tsu Maru","PSI110 — lubrifié","atm-psi110-silicone","-6","53.27","estimated_propane_ratio","113","20","anchor_scaled_propane_antoine_nist","atm-110-at-20c","yes","","","high",""
"ATM / Ama Tsu Maru","PSI110 — lubrifié","atm-psi110-silicone","-5","55","estimated_propane_ratio","113","20","anchor_scaled_propane_antoine_nist","atm-110-at-20c","yes","","","high",""
"ATM / Ama Tsu Maru","PSI110 — lubrifié","atm-psi110-silicone","-4","56.77","estimated_propane_ratio","113","20","anchor_scaled_propane_antoine_nist","atm-110-at-20c","yes","","","high",""
"ATM / Ama Tsu Maru","PSI110 — lubrifié","atm-psi110-silicone","-3","58.58","estimated_propane_ratio","113","20","anchor_scaled_propane_antoine_nist","atm-110-at-20c","yes","","","high",""
"ATM / Ama Tsu Maru","PSI110 — lubrifié","atm-psi110-silicone","-2","60.43","estimated_propane_ratio","113","20","anchor_scaled_propane_antoine_nist","atm-110-at-20c","yes","","","high",""
"ATM / Ama Tsu Maru","PSI110 — lubrifié","atm-psi110-silicone","-1","62.32","estimated_propane_ratio","113","20","anchor_scaled_propane_antoine_nist","atm-110-at-20c","yes","","","high",""
"ATM / Ama Tsu Maru","PSI110 — lubrifié","atm-psi110-silicone","0","64.26","estimated_propane_ratio","113","20","anchor_scaled_propane_antoine_nist","atm-110-at-20c","yes","","","high",""
"ATM / Ama Tsu Maru","PSI110 — lubrifié","atm-psi110-silicone","1","66.24","estimated_propane_ratio","113","20","anchor_scaled_propane_antoine_nist","atm-110-at-20c","yes","","","high",""
"ATM / Ama Tsu Maru","PSI110 — lubrifié","atm-psi110-silicone","2","68.27","estimated_propane_ratio","113","20","anchor_scaled_propane_antoine_nist","atm-110-at-20c","yes","","","high",""
"ATM / Ama Tsu Maru","PSI110 — lubrifié","atm-psi110-silicone","3","70.34","estimated_propane_ratio","113","20","anchor_scaled_propane_antoine_nist","atm-110-at-20c","yes","","","high",""
"ATM / Ama Tsu Maru","PSI110 — lubrifié","atm-psi110-silicone","4","72.46","estimated_propane_ratio","113","20","anchor_scaled_propane_antoine_nist","atm-110-at-20c","yes","","","high",""
"ATM / Ama Tsu Maru","PSI110 — lubrifié","atm-psi110-silicone","5","74.62","estimated_propane_ratio","113","20","anchor_scaled_propane_antoine_nist","atm-110-at-20c","yes","","","high",""
"ATM / Ama Tsu Maru","PSI110 — lubrifié","atm-psi110-silicone","6","76.83","estimated_propane_ratio","113","20","anchor_scaled_propane_antoine_nist","atm-110-at-20c","yes","","","high",""
"ATM / Ama Tsu Maru","PSI110 — lubrifié","atm-psi110-silicone","7","79.09","estimated_propane_ratio","113","20","anchor_scaled_propane_antoine_nist","atm-110-at-20c","yes","","","high",""
"ATM / Ama Tsu Maru","PSI110 — lubrifié","atm-psi110-silicone","8","81.39","estimated_propane_ratio","113","20","anchor_scaled_propane_antoine_nist","atm-110-at-20c","yes","","","high",""
"ATM / Ama Tsu Maru","PSI110 — lubrifié","atm-psi110-silicone","9","83.75","estimated_propane_ratio","113","20","anchor_scaled_propane_antoine_nist","atm-110-at-20c","yes","","","high",""
"ATM / Ama Tsu Maru","PSI110 — lubrifié","atm-psi110-silicone","10","86.15","estimated_propane_ratio","113","20","anchor_scaled_propane_antoine_nist","atm-110-at-20c","yes","","","high",""
"ATM / Ama Tsu Maru","PSI110 — lubrifié","atm-psi110-silicone","11","88.6","estimated_propane_ratio","113","20","anchor_scaled_propane_antoine_nist","atm-110-at-20c","yes","","","high",""
"ATM / Ama Tsu Maru","PSI110 — lubrifié","atm-psi110-silicone","12","91.1","estimated_propane_ratio","113","20","anchor_scaled_propane_antoine_nist","atm-110-at-20c","yes","","","high",""
"ATM / Ama Tsu Maru","PSI110 — lubrifié","atm-psi110-silicone","13","93.66","estimated_propane_ratio","113","20","anchor_scaled_propane_antoine_nist","atm-110-at-20c","yes","","","high",""
"ATM / Ama Tsu Maru","PSI110 — lubrifié","atm-psi110-silicone","14","96.26","estimated_propane_ratio","113","20","anchor_scaled_propane_antoine_nist","atm-110-at-20c","yes","","","high",""
"ATM / Ama Tsu Maru","PSI110 — lubrifié","atm-psi110-silicone","15","98.92","estimated_propane_ratio","113","20","anchor_scaled_propane_antoine_nist","atm-110-at-20c","yes","","","high",""
"ATM / Ama Tsu Maru","PSI110 — lubrifié","atm-psi110-silicone","16","101.63","estimated_propane_ratio","113","20","anchor_scaled_propane_antoine_nist","atm-110-at-20c","yes","","","high",""
"ATM / Ama Tsu Maru","PSI110 — lubrifié","atm-psi110-silicone","17","104.39","estimated_propane_ratio","113","20","anchor_scaled_propane_antoine_nist","atm-110-at-20c","yes","","","high",""
"ATM / Ama Tsu Maru","PSI110 — lubrifié","atm-psi110-silicone","18","107.21","estimated_propane_ratio","113","20","anchor_scaled_propane_antoine_nist","atm-110-at-20c","yes","","","high",""
"ATM / Ama Tsu Maru","PSI110 — lubrifié","atm-psi110-silicone","19","110.08","estimated_propane_ratio","113","20","anchor_scaled_propane_antoine_nist","atm-110-at-20c","yes","","","high",""
"ATM / Ama Tsu Maru","PSI110 — lubrifié","atm-psi110-silicone","20","113","manufacturer_or_distributor_anchor","113","20","anchor_scaled_propane_antoine_nist","atm-110-at-20c","yes","","","high",""
"ATM / Ama Tsu Maru","PSI110 — lubrifié","atm-psi110-silicone","21","115.98","estimated_propane_ratio","113","20","anchor_scaled_propane_antoine_nist","atm-110-at-20c","yes","","","high",""
"ATM / Ama Tsu Maru","PSI110 — lubrifié","atm-psi110-silicone","22","119.01","estimated_propane_ratio","113","20","anchor_scaled_propane_antoine_nist","atm-110-at-20c","yes","","","high",""
"ATM / Ama Tsu Maru","PSI110 — lubrifié","atm-psi110-silicone","23","122.11","estimated_propane_ratio","113","20","anchor_scaled_propane_antoine_nist","atm-110-at-20c","yes","","","high",""
"ATM / Ama Tsu Maru","PSI110 — lubrifié","atm-psi110-silicone","24","125.25","estimated_propane_ratio","113","20","anchor_scaled_propane_antoine_nist","atm-110-at-20c","yes","","","high",""
"ATM / Ama Tsu Maru","PSI110 — lubrifié","atm-psi110-silicone","25","128.46","estimated_propane_ratio","113","20","anchor_scaled_propane_antoine_nist","atm-110-at-20c","yes","","","high",""
"ATM / Ama Tsu Maru","PSI110 — lubrifié","atm-psi110-silicone","26","131.72","estimated_propane_ratio","113","20","anchor_scaled_propane_antoine_nist","atm-110-at-20c","yes","","","high",""
"ATM / Ama Tsu Maru","PSI110 — lubrifié","atm-psi110-silicone","27","135.04","estimated_propane_ratio","113","20","anchor_scaled_propane_antoine_nist","atm-110-at-20c","yes","","","high",""
"ATM / Ama Tsu Maru","PSI110 — lubrifié","atm-psi110-silicone","28","138.42","estimated_propane_ratio","113","20","anchor_scaled_propane_antoine_nist","atm-110-at-20c","yes","","","high",""
"ATM / Ama Tsu Maru","PSI110 — lubrifié","atm-psi110-silicone","29","141.86","estimated_propane_ratio","113","20","anchor_scaled_propane_antoine_nist","atm-110-at-20c","yes","","","high",""
"ATM / Ama Tsu Maru","PSI110 — lubrifié","atm-psi110-silicone","30","145.36","estimated_propane_ratio","113","20","anchor_scaled_propane_antoine_nist","atm-110-at-20c","yes","","","high",""
"ATM / Ama Tsu Maru","PSI110 — lubrifié","atm-psi110-silicone","31","148.92","estimated_propane_ratio","113","20","anchor_scaled_propane_antoine_nist","atm-110-at-20c","yes","","","high",""
"ATM / Ama Tsu Maru","PSI110 — lubrifié","atm-psi110-silicone","32","152.54","estimated_propane_ratio","113","20","anchor_scaled_propane_antoine_nist","atm-110-at-20c","yes","","","high",""
"ATM / Ama Tsu Maru","PSI110 — lubrifié","atm-psi110-silicone","33","156.23","estimated_propane_ratio","113","20","anchor_scaled_propane_antoine_nist","atm-110-at-20c","yes","","","high",""
"ATM / Ama Tsu Maru","PSI110 — lubrifié","atm-psi110-silicone","34","159.97","estimated_propane_ratio","113","20","anchor_scaled_propane_antoine_nist","atm-110-at-20c","yes","","","high",""
"ATM / Ama Tsu Maru","PSI110 — lubrifié","atm-psi110-silicone","35","163.78","estimated_propane_ratio","113","20","anchor_scaled_propane_antoine_nist","atm-110-at-20c","yes","","","high",""
"ATM / Ama Tsu Maru","PSI110 — lubrifié","atm-psi110-silicone","36","167.65","estimated_propane_ratio","113","20","anchor_scaled_propane_antoine_nist","atm-110-at-20c","yes","","","high",""
"ATM / Ama Tsu Maru","PSI110 — lubrifié","atm-psi110-silicone","37","171.58","estimated_propane_ratio","113","20","anchor_scaled_propane_antoine_nist","atm-110-at-20c","yes","","","high",""
"ATM / Ama Tsu Maru","PSI110 — lubrifié","atm-psi110-silicone","38","175.58","estimated_propane_ratio","113","20","anchor_scaled_propane_antoine_nist","atm-110-at-20c","yes","","","high",""
"ATM / Ama Tsu Maru","PSI110 — lubrifié","atm-psi110-silicone","39","179.64","estimated_propane_ratio","113","20","anchor_scaled_propane_antoine_nist","atm-110-at-20c","yes","","","high",""
"ATM / Ama Tsu Maru","PSI110 — lubrifié","atm-psi110-silicone","40","183.76","estimated_propane_ratio","113","20","anchor_scaled_propane_antoine_nist","atm-110-at-20c","yes","","","high",""
"ATM / Ama Tsu Maru","PSI130 — sec","atm-psi130-dry","-15","47.19","estimated_propane_ratio","135","20","anchor_scaled_propane_antoine_nist","atm-130-at-20c","no","","","high",""
"ATM / Ama Tsu Maru","PSI130 — sec","atm-psi130-dry","-14","48.84","estimated_propane_ratio","135","20","anchor_scaled_propane_antoine_nist","atm-130-at-20c","no","","","high",""
"ATM / Ama Tsu Maru","PSI130 — sec","atm-psi130-dry","-13","50.53","estimated_propane_ratio","135","20","anchor_scaled_propane_antoine_nist","atm-130-at-20c","no","","","high",""
"ATM / Ama Tsu Maru","PSI130 — sec","atm-psi130-dry","-12","52.27","estimated_propane_ratio","135","20","anchor_scaled_propane_antoine_nist","atm-130-at-20c","no","","","high",""
"ATM / Ama Tsu Maru","PSI130 — sec","atm-psi130-dry","-11","54.05","estimated_propane_ratio","135","20","anchor_scaled_propane_antoine_nist","atm-130-at-20c","no","","","high",""
"ATM / Ama Tsu Maru","PSI130 — sec","atm-psi130-dry","-10","55.88","estimated_propane_ratio","135","20","anchor_scaled_propane_antoine_nist","atm-130-at-20c","no","","","high",""
"ATM / Ama Tsu Maru","PSI130 — sec","atm-psi130-dry","-9","57.75","estimated_propane_ratio","135","20","anchor_scaled_propane_antoine_nist","atm-130-at-20c","no","","","high",""
"ATM / Ama Tsu Maru","PSI130 — sec","atm-psi130-dry","-8","59.67","estimated_propane_ratio","135","20","anchor_scaled_propane_antoine_nist","atm-130-at-20c","no","","","high",""
"ATM / Ama Tsu Maru","PSI130 — sec","atm-psi130-dry","-7","61.63","estimated_propane_ratio","135","20","anchor_scaled_propane_antoine_nist","atm-130-at-20c","no","","","high",""
"ATM / Ama Tsu Maru","PSI130 — sec","atm-psi130-dry","-6","63.65","estimated_propane_ratio","135","20","anchor_scaled_propane_antoine_nist","atm-130-at-20c","no","","","high",""
"ATM / Ama Tsu Maru","PSI130 — sec","atm-psi130-dry","-5","65.71","estimated_propane_ratio","135","20","anchor_scaled_propane_antoine_nist","atm-130-at-20c","no","","","high",""
"ATM / Ama Tsu Maru","PSI130 — sec","atm-psi130-dry","-4","67.82","estimated_propane_ratio","135","20","anchor_scaled_propane_antoine_nist","atm-130-at-20c","no","","","high",""
"ATM / Ama Tsu Maru","PSI130 — sec","atm-psi130-dry","-3","69.98","estimated_propane_ratio","135","20","anchor_scaled_propane_antoine_nist","atm-130-at-20c","no","","","high",""
"ATM / Ama Tsu Maru","PSI130 — sec","atm-psi130-dry","-2","72.19","estimated_propane_ratio","135","20","anchor_scaled_propane_antoine_nist","atm-130-at-20c","no","","","high",""
"ATM / Ama Tsu Maru","PSI130 — sec","atm-psi130-dry","-1","74.46","estimated_propane_ratio","135","20","anchor_scaled_propane_antoine_nist","atm-130-at-20c","no","","","high",""
"ATM / Ama Tsu Maru","PSI130 — sec","atm-psi130-dry","0","76.77","estimated_propane_ratio","135","20","anchor_scaled_propane_antoine_nist","atm-130-at-20c","no","","","high",""
"ATM / Ama Tsu Maru","PSI130 — sec","atm-psi130-dry","1","79.14","estimated_propane_ratio","135","20","anchor_scaled_propane_antoine_nist","atm-130-at-20c","no","","","high",""
"ATM / Ama Tsu Maru","PSI130 — sec","atm-psi130-dry","2","81.56","estimated_propane_ratio","135","20","anchor_scaled_propane_antoine_nist","atm-130-at-20c","no","","","high",""
"ATM / Ama Tsu Maru","PSI130 — sec","atm-psi130-dry","3","84.03","estimated_propane_ratio","135","20","anchor_scaled_propane_antoine_nist","atm-130-at-20c","no","","","high",""
"ATM / Ama Tsu Maru","PSI130 — sec","atm-psi130-dry","4","86.56","estimated_propane_ratio","135","20","anchor_scaled_propane_antoine_nist","atm-130-at-20c","no","","","high",""
"ATM / Ama Tsu Maru","PSI130 — sec","atm-psi130-dry","5","89.15","estimated_propane_ratio","135","20","anchor_scaled_propane_antoine_nist","atm-130-at-20c","no","","","high",""
"ATM / Ama Tsu Maru","PSI130 — sec","atm-psi130-dry","6","91.79","estimated_propane_ratio","135","20","anchor_scaled_propane_antoine_nist","atm-130-at-20c","no","","","high",""
"ATM / Ama Tsu Maru","PSI130 — sec","atm-psi130-dry","7","94.48","estimated_propane_ratio","135","20","anchor_scaled_propane_antoine_nist","atm-130-at-20c","no","","","high",""
"ATM / Ama Tsu Maru","PSI130 — sec","atm-psi130-dry","8","97.24","estimated_propane_ratio","135","20","anchor_scaled_propane_antoine_nist","atm-130-at-20c","no","","","high",""
"ATM / Ama Tsu Maru","PSI130 — sec","atm-psi130-dry","9","100.05","estimated_propane_ratio","135","20","anchor_scaled_propane_antoine_nist","atm-130-at-20c","no","","","high",""
"ATM / Ama Tsu Maru","PSI130 — sec","atm-psi130-dry","10","102.92","estimated_propane_ratio","135","20","anchor_scaled_propane_antoine_nist","atm-130-at-20c","no","","","high",""
